skill_id,skill_name,normalized_name,skill_category,skill_type
SK_03964,Download Business Marketing,download business marketing,Other,other
SK_03965,Download Data-Science Machine-Learning,download data-science machine-learning,Other,other
SK_03966,Doxing,doxing,Other,other
SK_03967,Drake Equation,drake equation,Other,other
SK_03968,Dream,dream,Other,other
SK_03969,Dream Interpretation,dream interpretation,Other,other
SK_03970,Dream Interpretation Arts-And-Humanities History,dream interpretation arts-and-humanities history,Other,other
SK_03971,Drop Shipping,drop shipping,Other,other
SK_03972,Drop-Down List,drop-down list,Other,other
SK_03973,Drop-Down List Data-Science Machine-Learning,drop-down list data-science machine-learning,Other,other
SK_03974,Drug Design,drug design,Other,other
SK_03975,Drug Development,drug development,Other,other
SK_03976,Drug Discovery,drug discovery,Other,other
SK_03977,Drug Policy,drug policy,Other,other
SK_03978,Drug Policy Reform,drug policy reform,Other,other
SK_03979,Drug Resistance,drug resistance,Other,other
SK_03980,Drug Safety,drug safety,Other,other
SK_03981,Drugs,drugs,Other,other
SK_03982,Drugs Life-Sciences Healthcare-Management,drugs life-sciences healthcare-management,Other,other
SK_03983,Drugs Life-Sciences Public-Health,drugs life-sciences public-health,Other,other
SK_03984,Due Diligence Business Finance,due diligence business finance,Other,other
SK_03985,Dupont Analysis,dupont analysis,Other,other
SK_03986,Dwelling,dwelling,Other,other
SK_03987,Dynamic Array,dynamic array,Other,other
SK_03988,Dynamic Array Computer-Science Software-Development,dynamic array computer-science software-development,Other,other
SK_03989,Dynamic Host Configuration Protocol,dynamic host configuration protocol,Other,other
SK_03990,Dynamic Programming,dynamic programming,Other,other
SK_03991,Dynamic Web Page,dynamic web page,Other,other
SK_03992,Dynamic Web Page Computer-Science Software-Development,dynamic web page computer-science software-development,Other,other
SK_03993,Dynamical Simulation,dynamical simulation,Other,other
SK_03994,Dynamical System,dynamical system,Other,other
SK_03995,Dynamical System Physical-Science-And-Engineering Physics-And-Astronomy,dynamical system physical-science-and-engineering physics-and-astronomy,Other,other
SK_03996,Dyslexia,dyslexia,Other,other
SK_03997,E-Nable,e-nable,Other,other
SK_03998,E-Types,e-types,Other,other
SK_03999,Early Adopter,early adopter,Other,other
SK_04000,Early Childhood,early childhood,Other,other
SK_04001,Early Human Development,early human development,Other,other
SK_04002,Earned Media,earned media,Other,other
SK_04003,Earned Value Management,earned value management,Other,other
SK_04004,Earth Economics,earth economics,Other,other
SK_04005,Earthing System,earthing system,Other,other
SK_04006,Eating,eating,Other,other
SK_04007,Eating Disorder,eating disorder,Other,other
SK_04008,Eating Life-Sciences Nutrition,eating life-sciences nutrition,Other,other
SK_04009,Ebola,ebola,Other,other
SK_04010,Ebola Virus Disease,ebola virus disease,Other,other
SK_04011,Echinococcosis,echinococcosis,Other,other
SK_04012,Echocardiography Life-Sciences Patient-Care,echocardiography life-sciences patient-care,Other,other
SK_04013,Eclipse,eclipse,Other,other
SK_04014,Ecmascript,ecmascript,Other,other
SK_04015,Ecohealth,ecohealth,Other,other
SK_04016,Ecological Study,ecological study,Other,other
SK_04017,Ecology,ecology,Other,other
SK_04018,Ecology Social-Sciences Education,ecology social-sciences education,Other,other
SK_04019,Economic Data,economic data,Other,other
SK_04020,Economic Evaluation,economic evaluation,Other,other
SK_04021,Economic Rent Business Business-Essentials,economic rent business business-essentials,Other,other
SK_04022,Economics Of Sustainability,economics of sustainability,Other,other
SK_04023,Economy,economy,Other,other
SK_04024,Economy Social-Sciences Economics,economy social-sciences economics,Other,other
SK_04025,Ecosystem,ecosystem,Other,other
SK_04026,Ecosystem Health,ecosystem health,Other,other
SK_04027,Ecosystem Model,ecosystem model,Other,other
SK_04028,Ecosystem Physical-Science-And-Engineering Research-Methods,ecosystem physical-science-and-engineering research-methods,Other,other
SK_04029,Ecosystem Services,ecosystem services,Other,other
SK_04030,Ecosystems,ecosystems,Other,other
SK_04031,Ecosystems Life-Sciences Healthcare-Management,ecosystems life-sciences healthcare-management,Other,other
SK_04032,Ecotourism,ecotourism,Other,other
SK_04033,Edge Detection,edge detection,Other,other
SK_04034,Edge Loop,edge loop,Other,other
SK_04035,Edit Distance,edit distance,Other,other
SK_04036,Editing,editing,Other,other
SK_04037,Education,education,Other,other
SK_04038,Education Arts-And-Humanities History,education arts-and-humanities history,Other,other
SK_04039,Education Life-Sciences Health-Informatics,education life-sciences health-informatics,Other,other
SK_04040,Education Personal-Development Personal-Development,education personal-development personal-development,Other,other
SK_04041,Education Social-Sciences Education,education social-sciences education,Other,other
SK_04042,Educational Assessment,educational assessment,Other,other
SK_04043,Educational Assessment Personal-Development Personal-Development,educational assessment personal-development personal-development,Other,other
SK_04044,Educational Entertainment,educational entertainment,Other,other
SK_04045,Educational Materials,educational materials,Other,other
SK_04046,Educational Practices,educational practices,Other,other
SK_04047,Educational Practices Life-Sciences Public-Health,educational practices life-sciences public-health,Other,other
SK_04048,Educational Psychology,educational psychology,Other,other
SK_04049,Educational Therapy,educational therapy,Other,other
SK_04050,Eeprom,eeprom,Other,other
SK_04051,Effect Size Data-Science Probability-And-Statistics,effect size data-science probability-and-statistics,Other,other
SK_04052,Effective Interest Rate,effective interest rate,Other,other
SK_04053,Effective Interest Rate Business Finance,effective interest rate business finance,Other,other
SK_04054,Effective Method,effective method,Other,other
SK_04055,Effective Schools,effective schools,Other,other
SK_04056,Efficacy,efficacy,Other,other
SK_04057,Efficacy Business Leadership-And-Management,efficacy business leadership-and-management,Other,other
SK_04058,Efficient Frontier,efficient frontier,Other,other
SK_04059,Efficient Frontier Business Leadership-And-Management,efficient frontier business leadership-and-management,Other,other
SK_04060,Efficient-Market Hypothesis,efficient-market hypothesis,Other,other
SK_04061,Egoism,egoism,Other,other
SK_04062,Ehealth,ehealth,Other,other
SK_04063,Elaboration,elaboration,Other,other
SK_04064,Elasticity (Cloud Computing),elasticity (cloud computing),Other,other
SK_04065,Elasticity Of Substitution,elasticity of substitution,Other,other
SK_04066,Elbow,elbow,Other,other
SK_04067,Elbow Life-Sciences Patient-Care,elbow life-sciences patient-care,Other,other
SK_04068,Elderly Care,elderly care,Other,other
SK_04069,Election Campaigning,election campaigning,Other,other
SK_04070,Elections,elections,Other,other
SK_04071,Electric Power Transmission,electric power transmission,Other,other
SK_04072,Electric Vehicles,electric vehicles,Other,other
SK_04073,Electricity Pricing,electricity pricing,Other,other
SK_04074,Electron Microscope,electron microscope,Other,other
SK_04075,Electronic Circuit Simulation,electronic circuit simulation,Other,other
SK_04076,Electronic Health Record,electronic health record,Other,other
SK_04077,Electronic Health Records,electronic health records,Other,other
SK_04078,Electronic Health Records Data-Science Data-Analysis,electronic health records data-science data-analysis,Other,other
SK_04079,Electronic Human Resources,electronic human resources,Other,other
SK_04080,Electronic Music,electronic music,Other,other
SK_04081,Electronic Music Arts-And-Humanities Music-And-Art,electronic music arts-and-humanities music-and-art,Other,other
SK_04082,Electronic Skin,electronic skin,Other,other
SK_04083,Electronic Submission,electronic submission,Other,other
SK_04084,Electronics,electronics,Other,other
SK_04085,Electronics Arts-And-Humanities Music-And-Art,electronics arts-and-humanities music-and-art,Other,other
SK_04086,Electronics Computer-Science Mobile-And-Web-Development,electronics computer-science mobile-and-web-development,Other,other
SK_04087,Electronics Life-Sciences Healthcare-Management,electronics life-sciences healthcare-management,Other,other
SK_04088,Electronics Physical-Science-And-Engineering Electrical-Engineering,electronics physical-science-and-engineering electrical-engineering,Other,other
SK_04089,Electronics Physical-Science-And-Engineering Research-Methods,electronics physical-science-and-engineering research-methods,Other,other
SK_04090,Electrophoresis,electrophoresis,Other,other
SK_04091,Elementary Mathematics,elementary mathematics,Other,other
SK_04092,Elevator Pitch,elevator pitch,Other,other
SK_04093,Elitism,elitism,Other,other
SK_04094,Email,email,Other,other
SK_04095,Email Business Business-Essentials,email business business-essentials,Other,other
SK_04096,Email Business Leadership-And-Management,email business leadership-and-management,Other,other
SK_04097,Email Marketing,email marketing,Other,other
SK_04098,Email Writing,email writing,Other,other
SK_04099,Email Writing Language-Learning Learning-English,email writing language-learning learning-english,Other,other
SK_04100,Embedded Databases,embedded databases,Other,other
SK_04101,Embedded Operating System,embedded operating system,Other,other
SK_04102,Embodied Energy,embodied energy,Other,other
SK_04103,Emergency,emergency,Other,other
SK_04104,Emergency Management,emergency management,Other,other
SK_04105,Emergency Management Arts-And-Humanities Philosophy,emergency management arts-and-humanities philosophy,Other,other
SK_04106,Emergency Management Life-Sciences Public-Health,emergency management life-sciences public-health,Other,other
SK_04107,Emergency Management Physical-Science-And-Engineering Environmental-Science-And-Sustainability,emergency management physical-science-and-engineering environmental-science-and-sustainability,Other,other
SK_04108,Emergency Management Social-Sciences Governance-And-Society,emergency management social-sciences governance-and-society,Other,other
SK_04109,Emergency Medical Services,emergency medical services,Other,other
SK_04110,Emergency Medical Services Life-Sciences Public-Health,emergency medical services life-sciences public-health,Other,other
SK_04111,Emergency Medicine,emergency medicine,Other,other
SK_04112,Emergency Medicine Life-Sciences Patient-Care,emergency medicine life-sciences patient-care,Other,other
SK_04113,Emerging Infectious Disease,emerging infectious disease,Other,other
SK_04114,Emerging Infectious Disease Life-Sciences Public-Health,emerging infectious disease life-sciences public-health,Other,other
SK_04115,Emerging Markets,emerging markets,Other,other
SK_04116,Emerging Markets Business Business-Strategy,emerging markets business business-strategy,Other,other
SK_04117,Emerging Technologies,emerging technologies,Other,other
SK_04118,Emissions Trading,emissions trading,Other,other
SK_04119,Emotion,emotion,Other,other
SK_04120,Emotional Competence Business Leadership-And-Management,emotional competence business leadership-and-management,Other,other
SK_04121,Emotional Intelligence 2.0,emotional intelligence 2.0,Other,other
SK_04122,Emotional Well-Being,emotional well-being,Other,other
SK_04123,Emotions,emotions,Other,other
SK_04124,Empirical Evidence,empirical evidence,Other,other
SK_04125,Empirical Evidence Social-Sciences Education,empirical evidence social-sciences education,Other,other
SK_04126,Empirical Research,empirical research,Other,other
SK_04127,Empiricism Arts-And-Humanities Philosophy,empiricism arts-and-humanities philosophy,Other,other
SK_04128,Employee Engagement,employee engagement,Other,other
SK_04129,Employee Motivation,employee motivation,Other,other
SK_04130,Employee Retention,employee retention,Other,other
SK_04131,Employment,employment,Other,other
SK_04132,Employment Business Business-Essentials,employment business business-essentials,Other,other
SK_04133,Employment Business Business-Strategy,employment business business-strategy,Other,other
SK_04134,Employment Business Entrepreneurship,employment business entrepreneurship,Other,other
SK_04135,Employment Business Leadership-And-Management,employment business leadership-and-management,Other,other
SK_04136,Empowerment,empowerment,Other,other
SK_04137,Enabling,enabling,Other,other
SK_04138,Enabling Business Business-Strategy,enabling business business-strategy,Other,other
SK_04139,Enabling Business Entrepreneurship,enabling business entrepreneurship,Other,other
SK_04140,Enabling Data-Science Machine-Learning,enabling data-science machine-learning,Other,other
SK_04141,Enabling Life-Sciences Public-Health,enabling life-sciences public-health,Other,other
SK_04142,Encodings,encodings,Other,other
SK_04143,Encryption,encryption,Other,other
SK_04144,Encryption Business Finance,encryption business finance,Other,other
SK_04145,Encryption Computer-Science Computer-Security-And-Networks,encryption computer-science computer-security-and-networks,Other,other
SK_04146,Encryption Information-Technology Security,encryption information-technology security,Other,other
SK_04147,Endocannabinoid System,endocannabinoid system,Other,other
SK_04148,Endocrinology,endocrinology,Other,other
SK_04149,Endocrinology Life-Sciences Public-Health,endocrinology life-sciences public-health,Other,other
SK_04150,Endodontics Life-Sciences Patient-Care,endodontics life-sciences patient-care,Other,other
SK_04151,Endometriosis,endometriosis,Other,other
SK_04152,Endurance,endurance,Other,other
SK_04153,Endurance Life-Sciences Basic-Science,endurance life-sciences basic-science,Other,other
SK_04154,Endurance Training,endurance training,Other,other
SK_04155,Energetics,energetics,Other,other
SK_04156,Energy,energy,Other,other
SK_04157,Energy Accounting,energy accounting,Other,other
SK_04158,Energy Budget,energy budget,Other,other
SK_04159,Energy Economics,energy economics,Other,other
SK_04160,Energy Level,energy level,Other,other
SK_04161,Energy Level Physical-Science-And-Engineering Chemistry,energy level physical-science-and-engineering chemistry,Other,other
SK_04162,Energy Physical-Science-And-Engineering Electrical-Engineering,energy physical-science-and-engineering electrical-engineering,Other,other
SK_04163,Energy Physical-Science-And-Engineering Environmental-Science-And-Sustainability,energy physical-science-and-engineering environmental-science-and-sustainability,Other,other
SK_04164,Energy Physical-Science-And-Engineering Mechanical-Engineering,energy physical-science-and-engineering mechanical-engineering,Other,other
SK_04165,Energy Physical-Science-And-Engineering Physics-And-Astronomy,energy physical-science-and-engineering physics-and-astronomy,Other,other
SK_04166,Engagement Marketing,engagement marketing,Other,other
SK_04167,Engineering Management,engineering management,Other,other
SK_04168,English Grammar,english grammar,Other,other
SK_04169,English Grammar Language-Learning Learning-English,english grammar language-learning learning-english,Other,other
SK_04170,English Language,english language,Other,other
SK_04171,English Language Business Business-Essentials,english language business business-essentials,Other,other
SK_04172,English Language Computer-Science Software-Development,english language computer-science software-development,Other,other
SK_04173,English Language Language-Learning Learning-English,english language language-learning learning-english,Other,other
SK_04174,English Language Social-Sciences Education,english language social-sciences education,Other,other
SK_04175,Ensembles Of Classifiers,ensembles of classifiers,Other,other
SK_04176,Enterprise Architect,enterprise architect,Other,other
SK_04177,Enterprise Information Management,enterprise information management,Other,other
SK_04178,Enterprise Information System,enterprise information system,Other,other
SK_04179,Enterprise Private Network,enterprise private network,Other,other
SK_04180,Enterprise Resource Planning,enterprise resource planning,Other,other
SK_04181,Enterprise Risk Management,enterprise risk management,Other,other
SK_04182,Enterprise Software,enterprise software,Other,other
SK_04183,Enterprise Software Information-Technology Cloud-Computing,enterprise software information-technology cloud-computing,Other,other
SK_04184,Enterprise System,enterprise system,Other,other
SK_04185,Enterprise System Information-Technology Security,enterprise system information-technology security,Other,other
SK_04186,Entertainment Law,entertainment law,Other,other
SK_04187,Entitlement,entitlement,Other,other
SK_04188,Entity Concept,entity concept,Other,other
SK_04189,Entity Relationship Model,entity relationship model,Other,other
SK_04190,Entity Relationship Model Data-Science Data-Analysis,entity relationship model data-science data-analysis,Other,other
SK_04191,Entity Relationship Model Information-Technology Data-Management,entity relationship model information-technology data-management,Other,other
SK_04192,Entomophagy,entomophagy,Other,other
SK_04193,Entrepreneurial Leadership,entrepreneurial leadership,Other,other
SK_04194,Entrepreneurship Ecosystem,entrepreneurship ecosystem,Other,other
SK_04195,Entropy (Information Theory),entropy (information theory),Other,other
SK_04196,Entry Point,entry point,Other,other
SK_04197,Entry Point Business Entrepreneurship,entry point business entrepreneurship,Other,other
SK_04198,Entry Point Computer-Science Software-Development,entry point computer-science software-development,Other,other
SK_04199,Entry Point Information-Technology Cloud-Computing,entry point information-technology cloud-computing,Other,other
SK_04200,Entry Point Information-Technology Support-And-Operations,entry point information-technology support-and-operations,Other,other
SK_04201,Entry Point Physical-Science-And-Engineering Physics-And-Astronomy,entry point physical-science-and-engineering physics-and-astronomy,Other,other
SK_04202,Entry Point Social-Sciences Governance-And-Society,entry point social-sciences governance-and-society,Other,other
SK_04203,Enumerated Type Computer-Science Mobile-And-Web-Development,enumerated type computer-science mobile-and-web-development,Other,other
SK_04204,Environment Variable,environment variable,Other,other
SK_04205,Environment Variable Computer-Science Computer-Security-And-Networks,environment variable computer-science computer-security-and-networks,Other,other
SK_04206,Environmental Chemistry,environmental chemistry,Other,other
SK_04207,Environmental Chemistry Physical-Science-And-Engineering Environmental-Science-And-Sustainability,environmental chemistry physical-science-and-engineering environmental-science-and-sustainability,Other,other
SK_04208,Environmental Communication,environmental communication,Other,other
SK_04209,Environmental Economics,environmental economics,Other,other
SK_04210,Environmental Economics Physical-Science-And-Engineering Environmental-Science-And-Sustainability,environmental economics physical-science-and-engineering environmental-science-and-sustainability,Other,other
SK_04211,Environmental Factor,environmental factor,Other,other
SK_04212,Environmental Health,environmental health,Other,other
SK_04213,Environmental Health Life-Sciences Public-Health,environmental health life-sciences public-health,Other,other
SK_04214,Environmental Impact Assessment,environmental impact assessment,Other,other
SK_04215,Environmental Impact Assessment Social-Sciences Law,environmental impact assessment social-sciences law,Other,other
SK_04216,Environmental Management System,environmental management system,Other,other
SK_04217,Enzyme,enzyme,Other,other
SK_04218,Epidemic,epidemic,Other,other
SK_04219,Epidemic Life-Sciences Patient-Care,epidemic life-sciences patient-care,Other,other
SK_04220,Epigenetics,epigenetics,Other,other
SK_04221,Equation Solving,equation solving,Other,other
SK_04222,Equipotential,equipotential,Other,other
SK_04223,Equity (Finance),equity (finance),Other,other
SK_04224,Equity (Finance) Business Finance,equity (finance) business finance,Other,other
SK_04225,Erectile Dysfunction,erectile dysfunction,Other,other
SK_04226,Erisa Law,erisa law,Other,other
SK_04227,Erp Software,erp software,Other,other
SK_04228,Error,error,Other,other
SK_04229,Error Detection And Correction,error detection and correction,Other,other
SK_04230,Escrow,escrow,Other,other
SK_04231,Espionage,espionage,Other,other
SK_04232,Essay Writing,essay writing,Other,other
SK_04233,Essay Writing Arts-And-Humanities Music-And-Art,essay writing arts-and-humanities music-and-art,Other,other
SK_04234,Essential Medicines,essential medicines,Other,other
SK_04235,Estimation (Project Management),estimation (project management),Other,other
SK_04236,Estimation Methods,estimation methods,Other,other
SK_04237,Estimation Theory,estimation theory,Other,other
SK_04238,Ethics,ethics,Other,other
SK_04239,Ethics Life-Sciences Psychology,ethics life-sciences psychology,Other,other
SK_04240,Ethics Life-Sciences Research,ethics life-sciences research,Other,other
SK_04241,Ethics Of Artificial Intelligence,ethics of artificial intelligence,Other,other
SK_04242,Ethics Of Artificial Intelligence Business Business-Strategy,ethics of artificial intelligence business business-strategy,Other,other
SK_04243,Ethics Physical-Science-And-Engineering Environmental-Science-And-Sustainability,ethics physical-science-and-engineering environmental-science-and-sustainability,Other,other
SK_04244,Ethics Social-Sciences Governance-And-Society,ethics social-sciences governance-and-society,Other,other
SK_04245,Ethnoarchaeology,ethnoarchaeology,Other,other
SK_04246,Ethnography,ethnography,Other,other
SK_04247,Etiology,etiology,Other,other
SK_04248,Eudaimonia,eudaimonia,Other,other
SK_04249,Eukaryotic Cells,eukaryotic cells,Other,other
SK_04250,Eulerian Path,eulerian path,Other,other
SK_04251,Eulers Totient Function,eulers totient function,Other,other
SK_04252,Eulers Totient Function Business Business-Essentials,eulers totient function business business-essentials,Other,other
SK_04253,Eulers Totient Function Business Business-Strategy,eulers totient function business business-strategy,Other,other
SK_04254,Eulers Totient Function Computer-Science Computer-Security-And-Networks,eulers totient function computer-science computer-security-and-networks,Other,other
SK_04255,Eulers Totient Function Computer-Science Design-And-Product,eulers totient function computer-science design-and-product,Other,other
SK_04256,Eulers Totient Function Computer-Science Mobile-And-Web-Development,eulers totient function computer-science mobile-and-web-development,Other,other
SK_04257,Eulers Totient Function Computer-Science Software-Development,eulers totient function computer-science software-development,Other,other
SK_04258,Eulers Totient Function Data-Science Data-Analysis,eulers totient function data-science data-analysis,Other,other
SK_04259,Eulers Totient Function Information-Technology Security,eulers totient function information-technology security,Other,other
SK_04260,Eulers Totient Function Life-Sciences Public-Health,eulers totient function life-sciences public-health,Other,other
SK_04261,Eulers Totient Function Physical-Science-And-Engineering Electrical-Engineering,eulers totient function physical-science-and-engineering electrical-engineering,Other,other
SK_04262,Eulers Totient Function Physical-Science-And-Engineering Physics-And-Astronomy,eulers totient function physical-science-and-engineering physics-and-astronomy,Other,other
SK_04263,Eunuch,eunuch,Other,other
SK_04264,Evaluation Arts-And-Humanities History,evaluation arts-and-humanities history,Other,other
SK_04265,Evaluation Arts-And-Humanities Music-And-Art,evaluation arts-and-humanities music-and-art,Other,other
SK_04266,Evaluation Business Business-Strategy,evaluation business business-strategy,Other,other
SK_04267,Evaluation Business Leadership-And-Management,evaluation business leadership-and-management,Other,other
SK_04268,Evaluation Computer-Science Design-And-Product,evaluation computer-science design-and-product,Other,other
SK_04269,Evaluation Data-Science Machine-Learning,evaluation data-science machine-learning,Other,other
SK_04270,Evaluation Life-Sciences Healthcare-Management,evaluation life-sciences healthcare-management,Other,other
SK_04271,Evaluation Personal-Development Personal-Development,evaluation personal-development personal-development,Other,other
SK_04272,Evaluation Social-Sciences Governance-And-Society,evaluation social-sciences governance-and-society,Other,other
SK_04273,Event (Computing),event (computing),Other,other
SK_04274,Event (Probability Theory),event (probability theory),Other,other
SK_04275,Event Management,event management,Other,other
SK_04276,Event-Driven Programming,event-driven programming,Other,other
SK_04277,Event-Driven Programming Computer-Science Algorithms,event-driven programming computer-science algorithms,Other,other
SK_04278,Everyday Life,everyday life,Other,other
SK_04279,Everyday Life Computer-Science Software-Development,everyday life computer-science software-development,Other,other
SK_04280,Evidence-Based Practice,evidence-based practice,Other,other
SK_04281,Evidence-Based Practice Life-Sciences Basic-Science,evidence-based practice life-sciences basic-science,Other,other
SK_04282,Evidence-Based Toxicology,evidence-based toxicology,Other,other
SK_04283,Evolution,evolution,Other,other
SK_04284,Evolution Arts-And-Humanities Philosophy,evolution arts-and-humanities philosophy,Other,other
SK_04285,Evolution Life-Sciences Basic-Science,evolution life-sciences basic-science,Other,other
SK_04286,Evolution Of Birds,evolution of birds,Other,other
SK_04287,Evolution Of Dinosaurs,evolution of dinosaurs,Other,other
SK_04288,Evolutionary Biology,evolutionary biology,Other,other
SK_04289,Evolutionary Creation,evolutionary creation,Other,other
SK_04290,Evolutionary Game Theory,evolutionary game theory,Other,other
SK_04291,Evolutionary Psychology,evolutionary psychology,Other,other
SK_04292,Evolutionary Psychology Computer-Science Algorithms,evolutionary psychology computer-science algorithms,Other,other
SK_04293,Evosuite,evosuite,Other,other
SK_04294,Exact Algorithm Computer-Science Algorithms,exact algorithm computer-science algorithms,Other,other
SK_04295,Exact Test,exact test,Other,other
SK_04296,Exact Test Life-Sciences Public-Health,exact test life-sciences public-health,Other,other
SK_04297,Exception Handling,exception handling,Other,other
SK_04298,Excretion,excretion,Other,other
SK_04299,Executive Sponsor,executive sponsor,Other,other
SK_04300,Exercise,exercise,Other,other
SK_04301,Exercise Life-Sciences Nutrition,exercise life-sciences nutrition,Other,other
SK_04302,Exergy,exergy,Other,other
SK_04303,Exergy Physical-Science-And-Engineering Environmental-Science-And-Sustainability,exergy physical-science-and-engineering environmental-science-and-sustainability,Other,other
SK_04304,Exhibitions,exhibitions,Other,other
SK_04305,Exif,exif,Other,other
SK_04306,Exit (System Call),exit (system call),Other,other
SK_04307,Exit Strategy,exit strategy,Other,other
SK_04308,Exit Strategy Business Entrepreneurship,exit strategy business entrepreneurship,Other,other
SK_04309,Expanded Access,expanded access,Other,other
SK_04310,Expected Return,expected return,Other,other
SK_04311,Expected Utility Hypothesis,expected utility hypothesis,Other,other
SK_04312,Expense,expense,Other,other
SK_04313,Expense Management,expense management,Other,other
SK_04314,Experience,experience,Other,other
SK_04315,Experience Arts-And-Humanities History,experience arts-and-humanities history,Other,other
SK_04316,Experience Arts-And-Humanities Music-And-Art,experience arts-and-humanities music-and-art,Other,other
SK_04317,Experience Business Business-Essentials,experience business business-essentials,Other,other
SK_04318,Experience Business Leadership-And-Management,experience business leadership-and-management,Other,other
SK_04319,Experience Computer-Science Design-And-Product,experience computer-science design-and-product,Other,other
SK_04320,Experience Computer-Science Software-Development,experience computer-science software-development,Other,other
SK_04321,Experience Design,experience design,Other,other
SK_04322,Experience Life-Sciences Patient-Care,experience life-sciences patient-care,Other,other
SK_04323,Experience Physical-Science-And-Engineering Environmental-Science-And-Sustainability,experience physical-science-and-engineering environmental-science-and-sustainability,Other,other
SK_04324,Experiment (Probability Theory) Math-And-Logic Math-And-Logic,experiment (probability theory) math-and-logic math-and-logic,Other,other
SK_04325,Explicit Substitution,explicit substitution,Other,other
SK_04326,Explicit Substitution Math-And-Logic Math-And-Logic,explicit substitution math-and-logic math-and-logic,Other,other
SK_04327,Exploit (Computer Security),exploit (computer security),Other,other
SK_04328,Exposure Assessment,exposure assessment,Other,other
SK_04329,Extended Kalman Filter,extended kalman filter,Other,other
SK_04330,Extended Reality,extended reality,Other,other
SK_04331,Extensibility,extensibility,Other,other
SK_04332,External Financing,external financing,Other,other
SK_04333,External Validity,external validity,Other,other
SK_04334,Externality,externality,Other,other
SK_04335,Externality Computer-Science Mobile-And-Web-Development,externality computer-science mobile-and-web-development,Other,other
SK_04336,Externality Social-Sciences Economics,externality social-sciences economics,Other,other
SK_04337,Extinction Event,extinction event,Other,other
SK_04338,Extinction Event Physical-Science-And-Engineering Environmental-Science-And-Sustainability,extinction event physical-science-and-engineering environmental-science-and-sustainability,Other,other
SK_04339,Extinction Events,extinction events,Other,other
SK_04340,Extract,extract,Other,other
SK_04341,Extract Computer-Science Design-And-Product,extract computer-science design-and-product,Other,other
SK_04342,Extract Data-Science Data-Analysis,extract data-science data-analysis,Other,other
SK_04343,Extraterrestrial Life,extraterrestrial life,Other,other
SK_04344,Extreme Programming,extreme programming,Other,other
SK_04345,Extremophile,extremophile,Other,other
SK_04346,Eye Tracking,eye tracking,Other,other
SK_04347,Eyeos,eyeos,Other,other
SK_04348,F.Lux,f.lux,Other,other
SK_04349,F.Lux Physical-Science-And-Engineering Environmental-Science-And-Sustainability,f.lux physical-science-and-engineering environmental-science-and-sustainability,Other,other
SK_04350,Fabric Computing,fabric computing,Other,other
SK_04351,Face Recognition,face recognition,Other,other
SK_04352,Face Recognition Data-Science Machine-Learning,face recognition data-science machine-learning,Other,other
SK_04353,Facial,facial,Other,other
SK_04354,Facial Expression,facial expression,Other,other
SK_04355,Facial Expression Data-Science Machine-Learning,facial expression data-science machine-learning,Other,other
SK_04356,Facial Recognition System,facial recognition system,Other,other
SK_04357,Facilitation,facilitation,Other,other
SK_04358,Facilitation Business Leadership-And-Management,facilitation business leadership-and-management,Other,other
SK_04359,Facilitation Life-Sciences Healthcare-Management,facilitation life-sciences healthcare-management,Other,other
SK_04360,Facilitation Social-Sciences Law,facilitation social-sciences law,Other,other
SK_04361,Facility Location Problem,facility location problem,Other,other
SK_04362,Factor Analysis,factor analysis,Other,other
SK_04363,Factor Of Safety,factor of safety,Other,other
SK_04364,Factorial Experiment,factorial experiment,Other,other
SK_04365,Factory Method Pattern,factory method pattern,Other,other
SK_04366,Fagan Inspection,fagan inspection,Other,other
SK_04367,Failure,failure,Other,other
SK_04368,Failure Analysis,failure analysis,Other,other
SK_04369,Failure Cause,failure cause,Other,other
SK_04370,Failure Detector,failure detector,Other,other
SK_04371,Failure Physical-Science-And-Engineering Mechanical-Engineering,failure physical-science-and-engineering mechanical-engineering,Other,other
SK_04372,Failure Rate,failure rate,Other,other
SK_04373,Fair Value,fair value,Other,other
SK_04374,Faith,faith,Other,other
SK_04375,Faith Arts-And-Humanities Philosophy,faith arts-and-humanities philosophy,Other,other
SK_04376,Faith Social-Sciences Education,faith social-sciences education,Other,other
SK_04377,Faith Social-Sciences Governance-And-Society,faith social-sciences governance-and-society,Other,other
SK_04378,Faith Social-Sciences Law,faith social-sciences law,Other,other
SK_04379,Family,family,Other,other
SK_04380,Family Caregivers,family caregivers,Other,other
SK_04381,Family Data-Science Data-Analysis,family data-science data-analysis,Other,other
SK_04382,Family Law,family law,Other,other
SK_04383,Family Literacy,family literacy,Other,other
SK_04384,Family Social-Sciences Education,family social-sciences education,Other,other
SK_04385,Family Social-Sciences Governance-And-Society,family social-sciences governance-and-society,Other,other
SK_04386,Family Social-Sciences Law,family social-sciences law,Other,other
SK_04387,Family Therapy,family therapy,Other,other
SK_04388,Fare,fare,Other,other
SK_04389,Farm,farm,Other,other
SK_04390,Fasting,fasting,Other,other
SK_04391,Fasting Business Business-Essentials,fasting business business-essentials,Other,other
SK_04392,Father,father,Other,other
SK_04393,Fault Tolerance,fault tolerance,Other,other
SK_04394,Fauna Life-Sciences Basic-Science,fauna life-sciences basic-science,Other,other
SK_04395,Fauna Physical-Science-And-Engineering Physics-And-Astronomy,fauna physical-science-and-engineering physics-and-astronomy,Other,other
SK_04396,Fcaps,fcaps,Other,other
SK_04397,Fear,fear,Other,other
