skill_id,skill_name,normalized_name,skill_category,skill_type
SK_01130,Engineering Design,engineering design,Other,other
SK_01131,Engineering Design physical-science-and-engineering mechanical-engineering,engineering design physical-science-and-engineering mechanical-engineering,Other,other
SK_01132,Engineering Leadership,engineering leadership,Other,other
SK_01133,Engineering Projects,engineering projects,Other,other
SK_01134,Engineering Projects physical-science-and-engineering mechanical-engineering,engineering projects physical-science-and-engineering mechanical-engineering,Other,other
SK_01135,Engineering Software,engineering software,Other,other
SK_01136,Enhanced Oil Recovery,enhanced oil recovery,Other,other
SK_01137,Ensemble Learning,ensemble learning,Other,other
SK_01138,Enterprise Value,enterprise value,Other,other
SK_01139,Entomology,entomology,Other,other
SK_01140,Entrepreneurial Finance,entrepreneurial finance,Other,other
SK_01141,Entrepreneurship,entrepreneurship,Other,other
SK_01142,Entrepreneurship business business-strategy,entrepreneurship business business-strategy,Other,other
SK_01143,Entrepreneurship business entrepreneurship,entrepreneurship business entrepreneurship,Other,other
SK_01144,Entrepreneurship business leadership-and-management,entrepreneurship business leadership-and-management,Other,other
SK_01145,Entrepreneurship social-sciences economics,entrepreneurship social-sciences economics,Other,other
SK_01146,Enumerative Combinatorics,enumerative combinatorics,Other,other
SK_01147,Environmental Biology,environmental biology,Other,other
SK_01148,Environmental Conservation,environmental conservation,Other,other
SK_01149,Environmental Education life-sciences basic-science,environmental education life-sciences basic-science,Other,other
SK_01150,Environmental Geology,environmental geology,Other,other
SK_01151,Environmental Law,environmental law,Other,other
SK_01152,Environmental Policy,environmental policy,Other,other
SK_01153,Environmental Protection,environmental protection,Other,other
SK_01154,Environmental Protection physical-science-and-engineering environmental-science-and-sustainability,environmental protection physical-science-and-engineering environmental-science-and-sustainability,Other,other
SK_01155,Environmental Protection social-sciences law,environmental protection social-sciences law,Other,other
SK_01156,Environmental Studies,environmental studies,Other,other
SK_01157,Epidemics,epidemics,Other,other
SK_01158,Epidemics life-sciences basic-science,epidemics life-sciences basic-science,Other,other
SK_01159,Epidemics social-sciences governance-and-society,epidemics social-sciences governance-and-society,Other,other
SK_01160,Epidemiology,epidemiology,Other,other
SK_01161,Equity Value,equity value,Other,other
SK_01162,Estimation,estimation,Other,other
SK_01163,Estimation data-science probability-and-statistics,estimation data-science probability-and-statistics,Other,other
SK_01164,Estimation life-sciences public-health,estimation life-sciences public-health,Other,other
SK_01165,Estimator,estimator,Other,other
SK_01166,Ethernet,ethernet,Other,other
SK_01167,Expectation Maximization Algorithm,expectation maximization algorithm,Other,other
SK_01168,Experiential Learning,experiential learning,Other,other
SK_01169,Experiment,experiment,Other,other
SK_01170,Experiment business leadership-and-management,experiment business leadership-and-management,Other,other
SK_01171,Experiment computer-science algorithms,experiment computer-science algorithms,Other,other
SK_01172,Experiment data-science machine-learning,experiment data-science machine-learning,Other,other
SK_01173,Experiment life-sciences basic-science,experiment life-sciences basic-science,Other,other
SK_01174,Experimental Design,experimental design,Other,other
SK_01175,Exploratory Data Analysis,exploratory data analysis,Other,other
SK_01176,Exploratory Data Analysis data-science machine-learning,exploratory data analysis data-science machine-learning,Other,other
SK_01177,Exponential Distribution,exponential distribution,Other,other
SK_01178,Exponential Family Probability Distributions,exponential family probability distributions,Other,other
SK_01179,Expression Profiling,expression profiling,Other,other
SK_01180,F1 Score,f1 score,Other,other
SK_01181,Facility Design,facility design,Other,other
SK_01182,Factorial,factorial,Other,other
SK_01183,Factorial computer-science computer-security-and-networks,factorial computer-science computer-security-and-networks,Other,other
SK_01184,Factorial computer-science software-development,factorial computer-science software-development,Other,other
SK_01185,Factorization,factorization,Other,other
SK_01186,Feature Engineering data-science machine-learning,feature engineering data-science machine-learning,Other,other
SK_01187,Feature Scaling,feature scaling,Other,other
SK_01188,Feature Scaling data-science machine-learning,feature scaling data-science machine-learning,Other,other
SK_01189,Feature Selection,feature selection,Other,other
SK_01190,Feature Selection computer-science software-development,feature selection computer-science software-development,Other,other
SK_01191,Federal Tax Returns,federal tax returns,Other,other
SK_01192,Feedforward Neural Network,feedforward neural network,Other,other
SK_01193,Fiction Writing,fiction writing,Other,other
SK_01194,Fiction Writing arts-and-humanities music-and-art,fiction writing arts-and-humanities music-and-art,Other,other
SK_01195,FinTech,fintech,Other,other
SK_01196,FinTech business entrepreneurship,fintech business entrepreneurship,Other,other
SK_01197,FinTech business finance,fintech business finance,Other,other
SK_01198,FinTech computer-science computer-security-and-networks,fintech computer-science computer-security-and-networks,Other,other
SK_01199,Final Cut Pro business business-essentials,final cut pro business business-essentials,Other,other
SK_01200,Finance,finance,Other,other
SK_01201,Finance business business-strategy,finance business business-strategy,Other,other
SK_01202,Finance business entrepreneurship,finance business entrepreneurship,Other,other
SK_01203,Finance business finance,finance business finance,Other,other
SK_01204,Finance data-science machine-learning,finance data-science machine-learning,Other,other
SK_01205,Finance physical-science-and-engineering mechanical-engineering,finance physical-science-and-engineering mechanical-engineering,Other,other
SK_01206,Finance social-sciences economics,finance social-sciences economics,Other,other
SK_01207,Financial Accounting,financial accounting,Other,other
SK_01208,Financial Accounting business business-essentials,financial accounting business business-essentials,Other,other
SK_01209,Financial Accounting business finance,financial accounting business finance,Other,other
SK_01210,Financial Analysis,financial analysis,Other,other
SK_01211,Financial Analysis business finance,financial analysis business finance,Other,other
SK_01212,Financial Management,financial management,Other,other
SK_01213,Financial Management business finance,financial management business finance,Other,other
SK_01214,Fire Suppression physical-science-and-engineering environmental-science-and-sustainability,fire suppression physical-science-and-engineering environmental-science-and-sustainability,Other,other
SK_01215,Fitness And Nutrition,fitness and nutrition,Other,other
SK_01216,Flame Cutting Equipment,flame cutting equipment,Other,other
SK_01217,Flow Diagrams,flow diagrams,Other,other
SK_01218,Food Packaging,food packaging,Other,other
SK_01219,Forecasting,forecasting,Other,other
SK_01220,Forecasting business business-essentials,forecasting business business-essentials,Other,other
SK_01221,Forecasting business marketing,forecasting business marketing,Other,other
SK_01222,Foreign Exchange,foreign exchange,Other,other
SK_01223,Fracture Mechanics,fracture mechanics,Other,other
SK_01224,Fracture Mechanics physical-science-and-engineering mechanical-engineering,fracture mechanics physical-science-and-engineering mechanical-engineering,Other,other
SK_01225,Framing,framing,Other,other
SK_01226,Framing physical-science-and-engineering mechanical-engineering,framing physical-science-and-engineering mechanical-engineering,Other,other
SK_01227,Fraud Detection,fraud detection,Other,other
SK_01228,Fraud Investigation business finance,fraud investigation business finance,Other,other
SK_01229,Frequency Distribution,frequency distribution,Other,other
SK_01230,Front-End Web Development,front-end web development,Other,other
SK_01231,Front-End Web Development computer-science mobile-and-web-development,front-end web development computer-science mobile-and-web-development,Other,other
SK_01232,Full-Stack Web Development,full-stack web development,Other,other
SK_01233,Galaxies and Their Environments,galaxies and their environments,Other,other
SK_01234,Game Theory,game theory,Other,other
SK_01235,Game Theory computer-science design-and-product,game theory computer-science design-and-product,Other,other
SK_01236,Game Theory math-and-logic math-and-logic,game theory math-and-logic math-and-logic,Other,other
SK_01237,Game Theory social-sciences economics,game theory social-sciences economics,Other,other
SK_01238,Gas Chromatography,gas chromatography,Other,other
SK_01239,Gene Expression Analysis,gene expression analysis,Other,other
SK_01240,Gene Expression Analysis life-sciences health-informatics,gene expression analysis life-sciences health-informatics,Other,other
SK_01241,Gene Regulation,gene regulation,Other,other
SK_01242,General Linear Model,general linear model,Other,other
SK_01243,General Statistics,general statistics,Other,other
SK_01244,General Statistics business finance,general statistics business finance,Other,other
SK_01245,General Statistics data-science data-analysis,general statistics data-science data-analysis,Other,other
SK_01246,General Statistics data-science probability-and-statistics,general statistics data-science probability-and-statistics,Other,other
SK_01247,General Statistics life-sciences basic-science,general statistics life-sciences basic-science,Other,other
SK_01248,Generative Model,generative model,Other,other
SK_01249,Generative Model physical-science-and-engineering mechanical-engineering,generative model physical-science-and-engineering mechanical-engineering,Other,other
SK_01250,Geo URI Scheme,geo uri scheme,Other,other
SK_01251,Geographic Information System,geographic information system,Other,other
SK_01252,Geographic Information System physical-science-and-engineering environmental-science-and-sustainability,geographic information system physical-science-and-engineering environmental-science-and-sustainability,Other,other
SK_01253,Geology,geology,Other,other
SK_01254,Geology physical-science-and-engineering environmental-science-and-sustainability,geology physical-science-and-engineering environmental-science-and-sustainability,Other,other
SK_01255,Geology physical-science-and-engineering physics-and-astronomy,geology physical-science-and-engineering physics-and-astronomy,Other,other
SK_01256,Geometry,geometry,Other,other
SK_01257,Geometry physical-science-and-engineering mechanical-engineering,geometry physical-science-and-engineering mechanical-engineering,Other,other
SK_01258,Geospatial Analysis,geospatial analysis,Other,other
SK_01259,Geospatial Information System,geospatial information system,Other,other
SK_01260,Geostatistics,geostatistics,Other,other
SK_01261,Geovisualization,geovisualization,Other,other
SK_01262,Global Supply Chain Management,global supply chain management,Other,other
SK_01263,Google AdSense,google adsense,Other,other
SK_01264,Google AdWords,google adwords,Other,other
SK_01265,Google AdWords business marketing,google adwords business marketing,Other,other
SK_01266,Google App Engine,google app engine,Other,other
SK_01267,Google App Engine computer-science software-development,google app engine computer-science software-development,Other,other
SK_01268,Google App Engine information-technology cloud-computing,google app engine information-technology cloud-computing,Other,other
SK_01269,Google Cloud Platform,google cloud platform,Other,other
SK_01270,Google Cloud Platform computer-science computer-security-and-networks,google cloud platform computer-science computer-security-and-networks,Other,other
SK_01271,Google Cloud Platform computer-science software-development,google cloud platform computer-science software-development,Other,other
SK_01272,Google Cloud Platform data-science machine-learning,google cloud platform data-science machine-learning,Other,other
SK_01273,Google Cloud Platform information-technology cloud-computing,google cloud platform information-technology cloud-computing,Other,other
SK_01274,Google Earth Engine physical-science-and-engineering environmental-science-and-sustainability,google earth engine physical-science-and-engineering environmental-science-and-sustainability,Other,other
SK_01275,Google Maps computer-science mobile-and-web-development,google maps computer-science mobile-and-web-development,Other,other
SK_01276,Gradient,gradient,Other,other
SK_01277,Gradient Boosting,gradient boosting,Other,other
SK_01278,Gradient data-science machine-learning,gradient data-science machine-learning,Other,other
SK_01279,Graph Theory,graph theory,Other,other
SK_01280,Graphic Design,graphic design,Other,other
SK_01281,Graphic Design arts-and-humanities history,graphic design arts-and-humanities history,Other,other
SK_01282,Graphic Design arts-and-humanities music-and-art,graphic design arts-and-humanities music-and-art,Other,other
SK_01283,Graphic Design computer-science mobile-and-web-development,graphic design computer-science mobile-and-web-development,Other,other
SK_01284,Graphics Software,graphics software,Other,other
SK_01285,Graphlab,graphlab,Other,other
SK_01286,Green Building,green building,Other,other
SK_01287,Green Design,green design,Other,other
SK_01288,Green Energy,green energy,Other,other
SK_01289,Green Strategy,green strategy,Other,other
SK_01290,Green Strategy physical-science-and-engineering environmental-science-and-sustainability,green strategy physical-science-and-engineering environmental-science-and-sustainability,Other,other
SK_01291,Greenhouse Gas,greenhouse gas,Other,other
SK_01292,Greenhouse Gas physical-science-and-engineering environmental-science-and-sustainability,greenhouse gas physical-science-and-engineering environmental-science-and-sustainability,Other,other
SK_01293,Group Instruction,group instruction,Other,other
SK_01294,Growth Strategies,growth strategies,Other,other
SK_01295,HR Strategy,hr strategy,Other,other
SK_01296,HTML and CSS,html and css,Other,other
SK_01297,HTML5,html5,Other,other
SK_01298,HVAC Engineering,hvac engineering,Other,other
SK_01299,Hard Drives,hard drives,Other,other
SK_01300,Hardware Design,hardware design,Other,other
SK_01301,Hardware Design computer-science algorithms,hardware design computer-science algorithms,Other,other
SK_01302,Hardware Design computer-science design-and-product,hardware design computer-science design-and-product,Other,other
SK_01303,Health Data Analysis,health data analysis,Other,other
SK_01304,Healthcare Delivery Systems,healthcare delivery systems,Other,other
SK_01305,Healthcare Delivery Systems life-sciences healthcare-management,healthcare delivery systems life-sciences healthcare-management,Other,other
SK_01306,Healthcare Management,healthcare management,Other,other
SK_01307,Healthcare Management life-sciences patient-care,healthcare management life-sciences patient-care,Other,other
SK_01308,Heart Failure Diagnosis / Treatment,heart failure diagnosis / treatment,Other,other
SK_01309,Heat Map,heat map,Other,other
SK_01310,Heat Transfer Design,heat transfer design,Other,other
SK_01311,Hedge Funds,hedge funds,Other,other
SK_01312,Hidden Markov Model,hidden markov model,Other,other
SK_01313,Histogram,histogram,Other,other
SK_01314,Home Care,home care,Other,other
SK_01315,Hopper Machine,hopper machine,Other,other
SK_01316,Hospital Management,hospital management,Other,other
SK_01317,Hotel Management,hotel management,Other,other
SK_01318,Human Computer Interaction,human computer interaction,Other,other
SK_01319,Human Computer Interaction computer-science design-and-product,human computer interaction computer-science design-and-product,Other,other
SK_01320,Human Genetics,human genetics,Other,other
SK_01321,Human Learning,human learning,Other,other
SK_01322,Human Learning business leadership-and-management,human learning business leadership-and-management,Other,other
SK_01323,Human Learning computer-science software-development,human learning computer-science software-development,Other,other
SK_01324,Human Learning data-science data-analysis,human learning data-science data-analysis,Other,other
SK_01325,Human Learning data-science machine-learning,human learning data-science machine-learning,Other,other
SK_01326,Human Learning information-technology data-management,human learning information-technology data-management,Other,other
SK_01327,Human Learning language-learning other-languages,human learning language-learning other-languages,Other,other
SK_01328,Human Learning life-sciences patient-care,human learning life-sciences patient-care,Other,other
SK_01329,Human Learning physical-science-and-engineering physics-and-astronomy,human learning physical-science-and-engineering physics-and-astronomy,Other,other
SK_01330,Human Learning social-sciences education,human learning social-sciences education,Other,other
SK_01331,Human Resources,human resources,Other,other
SK_01332,Human Resources business leadership-and-management,human resources business leadership-and-management,Other,other
SK_01333,Hybrid Vehicle Manufacturing,hybrid vehicle manufacturing,Other,other
SK_01334,Hydropower,hydropower,Other,other
SK_01335,Hyperparameter Optimization,hyperparameter optimization,Other,other
SK_01336,IBM Cloud,ibm cloud,Other,other
SK_01337,IBM Cloud information-technology cloud-computing,ibm cloud information-technology cloud-computing,Other,other
SK_01338,Imagery Analysis,imagery analysis,Other,other
SK_01339,Imagery Intelligence,imagery intelligence,Other,other
SK_01340,Immigration Law,immigration law,Other,other
SK_01341,Immigration Law social-sciences governance-and-society,immigration law social-sciences governance-and-society,Other,other
SK_01342,Impact Assessment,impact assessment,Other,other
SK_01343,Inbound Sales,inbound sales,Other,other
SK_01344,Inbound Sales business business-essentials,inbound sales business business-essentials,Other,other
SK_01345,Individual Tax Returns,individual tax returns,Other,other
SK_01346,Industrial Automation Systems,industrial automation systems,Other,other
SK_01347,Industrial Electrical Construction,industrial electrical construction,Other,other
SK_01348,Industrial Engineering Industry Expertise physical-science-and-engineering mechanical-engineering,industrial engineering industry expertise physical-science-and-engineering mechanical-engineering,Other,other
SK_01349,Industry Analysis,industry analysis,Other,other
SK_01350,Influencing,influencing,Other,other
SK_01351,Influencing physical-science-and-engineering environmental-science-and-sustainability,influencing physical-science-and-engineering environmental-science-and-sustainability,Other,other
SK_01352,Information Technology,information technology,Other,other
SK_01353,Information Visualization,information visualization,Other,other
SK_01354,Innovation,innovation,Other,other
SK_01355,Innovation business business-essentials,innovation business business-essentials,Other,other
SK_01356,Innovation business business-strategy,innovation business business-strategy,Other,other
SK_01357,Innovation business entrepreneurship,innovation business entrepreneurship,Other,other
SK_01358,Innovation business finance,innovation business finance,Other,other
SK_01359,Innovation business marketing,innovation business marketing,Other,other
SK_01360,Innovation life-sciences healthcare-management,innovation life-sciences healthcare-management,Other,other
SK_01361,Innovation life-sciences public-health,innovation life-sciences public-health,Other,other
SK_01362,Innovation personal-development personal-development,innovation personal-development personal-development,Other,other
SK_01363,Inside Sales,inside sales,Other,other
SK_01364,Inspection,inspection,Other,other
SK_01365,Instrumental Variable,instrumental variable,Other,other
SK_01366,Instrumental Variable social-sciences governance-and-society,instrumental variable social-sciences governance-and-society,Other,other
SK_01367,Integral,integral,Other,other
SK_01368,Integral business business-strategy,integral business business-strategy,Other,other
SK_01369,Intellectual Property Law,intellectual property law,Other,other
SK_01370,Intelligence Analysis,intelligence analysis,Other,other
SK_01371,Intelligence Analysis business business-strategy,intelligence analysis business business-strategy,Other,other
SK_01372,Intelligence Analysis business leadership-and-management,intelligence analysis business leadership-and-management,Other,other
SK_01373,Interactive Data Visualization,interactive data visualization,Other,other
SK_01374,Interior Design,interior design,Other,other
SK_01375,Interior Design physical-science-and-engineering environmental-science-and-sustainability,interior design physical-science-and-engineering environmental-science-and-sustainability,Other,other
SK_01376,Investment Management,investment management,Other,other
SK_01377,Investment Management business finance,investment management business finance,Other,other
SK_01378,Invoicing,invoicing,Other,other
SK_01379,It does not offer a certificate upon completion. philosophy,it does not offer a certificate upon completion. philosophy,Other,other
SK_01380,Java Programming,java programming,Other,other
SK_01381,Java Programming computer-science mobile-and-web-development,java programming computer-science mobile-and-web-development,Other,other
SK_01382,Java Programming computer-science software-development,java programming computer-science software-development,Other,other
SK_01383,Javascript computer-science mobile-and-web-development,javascript computer-science mobile-and-web-development,Other,other
SK_01384,Javascript computer-science software-development,javascript computer-science software-development,Other,other
SK_01385,Javascript information-technology cloud-computing,javascript information-technology cloud-computing,Other,other
SK_01386,Journalism,journalism,Other,other
SK_01387,Journalism arts-and-humanities music-and-art,journalism arts-and-humanities music-and-art,Other,other
SK_01388,Journalism personal-development personal-development,journalism personal-development personal-development,Other,other
SK_01389,Journalism social-sciences education,journalism social-sciences education,Other,other
SK_01390,Kaggle,kaggle,Other,other
SK_01391,Kaizen,kaizen,Other,other
SK_01392,Kalman Filter,kalman filter,Other,other
SK_01393,Keras data-science machine-learning,keras data-science machine-learning,Other,other
SK_01394,Knitr,knitr,Other,other
SK_01395,L&D Strategy,l&d strategy,Other,other
SK_01396,Laboratory Research,laboratory research,Other,other
SK_01397,Land Use,land use,Other,other
SK_01398,Landscape Architecture,landscape architecture,Other,other
SK_01399,Landscape Design,landscape design,Other,other
SK_01400,Language Learning,language learning,Other,other
SK_01401,Language Learning language-learning other-languages,language learning language-learning other-languages,Other,other
SK_01402,Language Learning social-sciences education,language learning social-sciences education,Other,other
SK_01403,Latent Dirichlet Allocation,latent dirichlet allocation,Other,other
SK_01404,Layout Design,layout design,Other,other
SK_01405,Layout Design arts-and-humanities music-and-art,layout design arts-and-humanities music-and-art,Other,other
SK_01406,Lead Qualification,lead qualification,Other,other
SK_01407,Leadership Development,leadership development,Other,other
SK_01408,Leadership Development business leadership-and-management,leadership development business leadership-and-management,Other,other
SK_01409,Leadership and Management,leadership and management,Other,other
SK_01410,Leadership and Management business business-essentials,leadership and management business business-essentials,Other,other
SK_01411,Leadership and Management business business-strategy,leadership and management business business-strategy,Other,other
SK_01412,Leadership and Management business entrepreneurship,leadership and management business entrepreneurship,Other,other
SK_01413,Leadership and Management business finance,leadership and management business finance,Other,other
SK_01414,Leadership and Management business leadership-and-management,leadership and management business leadership-and-management,Other,other
SK_01415,Leadership and Management business marketing,leadership and management business marketing,Other,other
SK_01416,Leadership and Management computer-science design-and-product,leadership and management computer-science design-and-product,Other,other
SK_01417,Leadership and Management computer-science mobile-and-web-development,leadership and management computer-science mobile-and-web-development,Other,other
SK_01418,Leadership and Management computer-science software-development,leadership and management computer-science software-development,Other,other
SK_01419,Leadership and Management data-science data-analysis,leadership and management data-science data-analysis,Other,other
SK_01420,Leadership and Management information-technology cloud-computing,leadership and management information-technology cloud-computing,Other,other
SK_01421,Leadership and Management information-technology networking,leadership and management information-technology networking,Other,other
SK_01422,Leadership and Management information-technology security,leadership and management information-technology security,Other,other
SK_01423,Leadership and Management life-sciences healthcare-management,leadership and management life-sciences healthcare-management,Other,other
SK_01424,Leadership and Management life-sciences patient-care,leadership and management life-sciences patient-care,Other,other
SK_01425,Leadership and Management life-sciences public-health,leadership and management life-sciences public-health,Other,other
SK_01426,Leadership and Management personal-development personal-development,leadership and management personal-development personal-development,Other,other
SK_01427,Leadership and Management physical-science-and-engineering environmental-science-and-sustainability,leadership and management physical-science-and-engineering environmental-science-and-sustainability,Other,other
SK_01428,Leadership and Management social-sciences education,leadership and management social-sciences education,Other,other
SK_01429,Leadership and Management social-sciences governance-and-society,leadership and management social-sciences governance-and-society,Other,other
SK_01430,Lean Methods,lean methods,Other,other
SK_01431,Lean Methods business business-essentials,lean methods business business-essentials,Other,other
SK_01432,Learning Disability,learning disability,Other,other
SK_01433,Learning Management System,learning management system,Other,other
SK_01434,Learning Management System social-sciences education,learning management system social-sciences education,Other,other
SK_01435,Legal Analysis,legal analysis,Other,other
SK_01436,Legal Databases,legal databases,Other,other
SK_01437,Legal Research,legal research,Other,other
SK_01438,Legal Solutions,legal solutions,Other,other
SK_01439,Legal Support,legal support,Other,other
SK_01440,Legal Terminology,legal terminology,Other,other
SK_01441,Legal Writing,legal writing,Other,other
SK_01442,Legal Writing social-sciences law,legal writing social-sciences law,Other,other
SK_01443,Legato,legato,Other,other
SK_01444,Line Chart,line chart,Other,other
SK_01445,Line Chart information-technology data-management,line chart information-technology data-management,Other,other
SK_01446,Linear Algebra,linear algebra,Other,other
SK_01447,Linear Classifier,linear classifier,Other,other
SK_01448,Linear Independence,linear independence,Other,other
SK_01449,LinkedIn,linkedin,Other,other
SK_01450,Load Calculations,load calculations,Other,other
SK_01451,Load Calculations physical-science-and-engineering environmental-science-and-sustainability,load calculations physical-science-and-engineering environmental-science-and-sustainability,Other,other
SK_01452,Loan Repayment,loan repayment,Other,other
SK_01453,Local Government,local government,Other,other
SK_01454,Log Log Plot,log log plot,Other,other
SK_01455,Log-Linear Model,log-linear model,Other,other
SK_01456,Logic Analyzers,logic analyzers,Other,other
SK_01457,Logistic Regression,logistic regression,Other,other
SK_01458,Logistic Regression life-sciences health-informatics,logistic regression life-sciences health-informatics,Other,other
SK_01459,Logistic Regression life-sciences public-health,logistic regression life-sciences public-health,Other,other
SK_01460,Logistics Planning,logistics planning,Other,other
SK_01461,Long Short-Term Memory,long short-term memory,Other,other
SK_01462,Loss Control,loss control,Other,other
SK_01463,Loss Function,loss function,Other,other
SK_01464,Loss Function data-science machine-learning,loss function data-science machine-learning,Other,other
SK_01465,Machine Learning Algorithms,machine learning algorithms,Other,other
SK_01466,Machine Learning Algorithms data-science data-analysis,machine learning algorithms data-science data-analysis,Other,other
SK_01467,Machine Learning Algorithms data-science machine-learning,machine learning algorithms data-science machine-learning,Other,other
SK_01468,Machine Learning business finance,machine learning business finance,Other,other
SK_01469,Machine Learning computer-science design-and-product,machine learning computer-science design-and-product,Other,other
SK_01470,Machine Learning data-science data-analysis,machine learning data-science data-analysis,Other,other
SK_01471,Machine Learning data-science machine-learning,machine learning data-science machine-learning,Other,other
SK_01472,Machine Learning information-technology cloud-computing,machine learning information-technology cloud-computing,Other,other
SK_01473,MailChimp,mailchimp,Other,other
SK_01474,Mainframe,mainframe,Other,other
SK_01475,Mainframe Systems,mainframe systems,Other,other
SK_01476,Mainstreaming,mainstreaming,Other,other
SK_01477,Management Accounting,management accounting,Other,other
SK_01478,Management Accounting business business-essentials,management accounting business business-essentials,Other,other
SK_01479,Management Training,management training,Other,other
SK_01480,Management Training personal-development personal-development,management training personal-development personal-development,Other,other
SK_01481,Manometers,manometers,Other,other
SK_01482,Manometers physical-science-and-engineering mechanical-engineering,manometers physical-science-and-engineering mechanical-engineering,Other,other
SK_01483,Manual Welding,manual welding,Other,other
SK_01484,Manufacturing Execution System physical-science-and-engineering mechanical-engineering,manufacturing execution system physical-science-and-engineering mechanical-engineering,Other,other
SK_01485,Manufacturing Processes,manufacturing processes,Other,other
SK_01486,Manufacturing Processes business entrepreneurship,manufacturing processes business entrepreneurship,Other,other
SK_01487,Manufacturing Processes physical-science-and-engineering mechanical-engineering,manufacturing processes physical-science-and-engineering mechanical-engineering,Other,other
SK_01488,Map,map,Other,other
SK_01489,Map business business-strategy,map business business-strategy,Other,other
SK_01490,Map data-science data-analysis,map data-science data-analysis,Other,other
SK_01491,Mapping,mapping,Other,other
SK_01492,Market Analysis,market analysis,Other,other
SK_01493,Market Analysis business entrepreneurship,market analysis business entrepreneurship,Other,other
SK_01494,Market Analysis business marketing,market analysis business marketing,Other,other
SK_01495,Market Analysis data-science data-analysis,market analysis data-science data-analysis,Other,other
SK_01496,Market Conditions,market conditions,Other,other
SK_01497,Market Dynamics,market dynamics,Other,other
SK_01498,Market Research,market research,Other,other
SK_01499,Market Research business marketing,market research business marketing,Other,other
SK_01500,Market Structures,market structures,Other,other
SK_01501,Marketing,marketing,Other,other
SK_01502,Marketing Content Development,marketing content development,Other,other
SK_01503,Marketing Copy,marketing copy,Other,other
SK_01504,Marketing Design,marketing design,Other,other
SK_01505,Marketing Management,marketing management,Other,other
SK_01506,Marketing Management business business-strategy,marketing management business business-strategy,Other,other
SK_01507,Marketing Potential,marketing potential,Other,other
SK_01508,Marketing arts-and-humanities music-and-art,marketing arts-and-humanities music-and-art,Other,other
SK_01509,Marketing business business-strategy,marketing business business-strategy,Other,other
SK_01510,Marketing business entrepreneurship,marketing business entrepreneurship,Other,other
SK_01511,Marketing business finance,marketing business finance,Other,other
SK_01512,Marketing business marketing,marketing business marketing,Other,other
SK_01513,Marketing data-science data-analysis,marketing data-science data-analysis,Other,other
SK_01514,Marketing physical-science-and-engineering environmental-science-and-sustainability,marketing physical-science-and-engineering environmental-science-and-sustainability,Other,other
SK_01515,Masonry arts-and-humanities history,masonry arts-and-humanities history,Other,other
SK_01516,Materials Development,materials development,Other,other
SK_01517,Mathematical Methods in Science,mathematical methods in science,Other,other
SK_01518,Mathematical Theory & Analysis,mathematical theory & analysis,Other,other
SK_01519,Mathematics computer-science algorithms,mathematics computer-science algorithms,Other,other
SK_01520,Mathematics data-science machine-learning,mathematics data-science machine-learning,Other,other
SK_01521,Mathematics math-and-logic math-and-logic,mathematics math-and-logic math-and-logic,Other,other
SK_01522,Mathematics physical-science-and-engineering electrical-engineering,mathematics physical-science-and-engineering electrical-engineering,Other,other
SK_01523,Matlab,matlab,Other,other
SK_01524,Matlab data-science data-analysis,matlab data-science data-analysis,Other,other
SK_01525,Matlab physical-science-and-engineering electrical-engineering,matlab physical-science-and-engineering electrical-engineering,Other,other
SK_01526,Matplotlib,matplotlib,Other,other
SK_01527,Mean Reciprocal Rank,mean reciprocal rank,Other,other
SK_01528,Mechanical Design,mechanical design,Other,other
SK_01529,Mechanical Design physical-science-and-engineering mechanical-engineering,mechanical design physical-science-and-engineering mechanical-engineering,Other,other
SK_01530,Mechanical Engineering,mechanical engineering,Other,other
SK_01531,Mechanical Engineering physical-science-and-engineering chemistry,mechanical engineering physical-science-and-engineering chemistry,Other,other
SK_01532,Mechanical Engineering physical-science-and-engineering mechanical-engineering,mechanical engineering physical-science-and-engineering mechanical-engineering,Other,other
SK_01533,Mechatronics,mechatronics,Other,other
SK_01534,Media Development,media development,Other,other
SK_01535,Media Training,media training,Other,other
SK_01536,Median,median,Other,other
SK_01537,Medical Billing,medical billing,Other,other
SK_01538,Medical Management,medical management,Other,other
SK_01539,Medical Management life-sciences public-health,medical management life-sciences public-health,Other,other
SK_01540,Medical Practice,medical practice,Other,other
SK_01541,Medical Statistics,medical statistics,Other,other
SK_01542,Mental Illness,mental illness,Other,other
SK_01543,Mental Illness life-sciences basic-science,mental illness life-sciences basic-science,Other,other
SK_01544,Merchandising,merchandising,Other,other
SK_01545,Mergers & Acquisitions,mergers & acquisitions,Other,other
SK_01546,Mergers & Acquisitions business finance,mergers & acquisitions business finance,Other,other
SK_01547,Mergers & Acquisitions computer-science software-development,mergers & acquisitions computer-science software-development,Other,other
SK_01548,Mergers & Acquisitions social-sciences education,mergers & acquisitions social-sciences education,Other,other
SK_01549,Meta-Analysis,meta-analysis,Other,other
SK_01550,Metallurgy,metallurgy,Other,other
SK_01551,MicroStrategy,microstrategy,Other,other
SK_01552,Microarchitecture,microarchitecture,Other,other
SK_01553,Microelectronics,microelectronics,Other,other
SK_01554,Microsoft Excel,microsoft excel,Other,other
SK_01555,Microsoft Excel business finance,microsoft excel business finance,Other,other
SK_01556,Microsoft Excel computer-science algorithms,microsoft excel computer-science algorithms,Other,other
